movieId,title,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,decade,avg_rating,num_ratings
29,"City of Lost Children, The (Cité des enfants perdus, La)",1995.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1990.0,4.425925925925926,27
31,Dangerous Minds,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.1923076923076925,13
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1990.0,4.432203389830509,118
34,Babe,1995.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.38,75
36,Dead Man Walking,1995.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.315217391304348,46
39,Clueless,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.3,40
47,Seven (a.k.a. Se7en),1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990.0,4.475,140
48,Pocahontas,1995.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1990.0,4.2727272727272725,22
50,"Usual Suspects, The",1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1990.0,4.564417177914111,163
52,Mighty Aphrodite,1995.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.25,12
58,"Postman, The (Postino, Il)",1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.519230769230769,26
60,"Indian in the Cupboard, The",1995.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.214285714285714,14
62,Mr. Holland's Opus,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.5,44
69,Friday,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.375,12
70,From Dusk Till Dawn,1996.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1990.0,4.275862068965517,29
95,Broken Arrow,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.282608695652174,23
101,Bottle Rocket,1996.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.5,13
104,Happy Gilmore,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.397435897435898,39
110,Braveheart,1995.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1990.0,4.545180722891566,166
111,Taxi Driver,1976.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1970.0,4.519736842105263,76
112,Rumble in the Bronx (Hont faan kui),1995.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.4,20
141,"Birdcage, The",1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.178571428571429,42
145,Bad Boys,1995.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.15625,16
150,Apollo 13,1995.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1990.0,4.4015748031496065,127
151,Rob Roy,1995.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1990.0,4.318181818181818,22
153,Batman Forever,1995.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.28,25
158,Casper,1995.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.3076923076923075,13
160,Congo,1995.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1990.0,4.269230769230769,13
161,Crimson Tide,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1990.0,4.271929824561403,57
162,Crumb,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.461538461538462,13
163,Desperado,1995.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1990.0,4.433333333333334,30
165,Die Hard: With a Vengeance,1995.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.393939393939394,66
168,First Knight,1995.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.473684210526316,19
170,Hackers,1995.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.363636363636363,11
175,Kids,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.423076923076923,13
176,Living in Oblivion,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.375,12
180,Mallrats,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.111111111111111,18
185,"Net, The",1995.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.265625,32
208,Waterworld,1995.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.064516129032258,31
215,Before Sunrise,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.447368421052632,19
216,Billy Madison,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.416666666666667,18
222,Circle of Friends,1995.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.333333333333333,12
223,Clerks,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.397058823529412,68
224,Don Juan DeMarco,1995.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.2,20
225,Disclosure,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.24,25
231,Dumb & Dumber (Dumb and Dumber),1994.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.421052631578948,38
235,Ed Wood,1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.285714285714286,42
236,French Kiss,1995.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.3,20
246,Hoop Dreams,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.608695652173913,23
247,Heavenly Creatures,1994.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.333333333333333,15
249,Immortal Beloved,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.25,12
252,I.Q.,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.190476190476191,21
253,Interview with the Vampire: The Vampire Chronicles,1994.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1990.0,4.278846153846154,52
260,Star Wars: Episode IV - A New Hope,1977.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1970.0,4.577114427860696,201
261,Little Women,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.321428571428571,28
262,"Little Princess, A",1995.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.1875,16
265,Like Water for Chocolate (Como agua para chocolate),1992.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1990.0,4.642857142857143,21
266,Legends of the Fall,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1990.0,4.225806451612903,31
272,"Madness of King George, The",1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.5588235294117645,17
277,Miracle on 34th Street,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.428571428571429,14
282,Nell,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.235294117647059,17
288,Natural Born Killers,1994.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.371428571428571,35
292,Outbreak,1995.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1990.0,4.255813953488372,43
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.489010989010989,91
296,Pulp Fiction,1994.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.594262295081967,244
300,Quiz Show,1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.2631578947368425,38
306,Three Colors: Red (Trois couleurs: Rouge),1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.615384615384615,13
307,Three Colors: Blue (Trois couleurs: Bleu),1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.53125,16
308,Three Colors: White (Trzy kolory: Bialy),1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.366666666666666,15
315,"Specialist, The",1994.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.2272727272727275,11
316,Stargate,1994.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.245283018867925,53
317,"Santa Clause, The",1994.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.326923076923077,26
318,"Shawshank Redemption, The",1994.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.647810218978102,274
319,Shallow Grave,1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.5,11
329,Star Trek: Generations,1994.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.226190476190476,42
333,Tommy Boy,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.551724137931035,29
337,What's Eating Gilbert Grape,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.4,45
339,While You Were Sleeping,1995.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.304878048780488,41
342,Muriel's Wedding,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.178571428571429,14
344,Ace Ventura: Pet Detective,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.322222222222222,45
345,"Adventures of Priscilla, Queen of the Desert, The",1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.190476190476191,21
348,Bullets Over Broadway,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.46875,16
349,Clear and Present Danger,1994.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.232758620689655,58
350,"Client, The",1994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1990.0,4.25,22
353,"Crow, The",1994.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1990.0,4.4375,32
356,Forrest Gump,1994.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1990.0,4.544176706827309,249
357,Four Weddings and a Funeral,1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.266666666666667,60
362,"Jungle Book, The",1994.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.4411764705882355,17
364,"Lion King, The",1994.0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1990.0,4.426086956521739,115
367,"Mask, The",1994.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.245283018867925,53
368,Maverick,1994.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,4.194444444444445,36
370,Naked Gun 33 1/3: The Final Insult,1994.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.266666666666667,15
376,"River Wild, The",1994.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.133333333333334,15
377,Speed,1994.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,4.357142857142857,77
380,True Lies,1994.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,4.348101265822785,79
410,Addams Family Values,1993.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.125,20
431,Carlito's Way,1993.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.26,25
434,Cliffhanger,1993.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.25,24
440,Dave,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.1,40
441,Dazed and Confused,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.519230769230769,26
442,Demolition Man,1993.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.217391304347826,23
454,"Firm, The",1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.25,48
457,"Fugitive, The",1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.37956204379562,137
466,Hot Shots! Part Deux,1993.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990.0,4.409090909090909,11
471,"Hudsucker Proxy, The",1994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.428571428571429,21
474,In the Line of Fire,1993.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.243243243243243,37
475,In the Name of the Father,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.454545454545454,22
480,Jurassic Park,1993.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990.0,4.303448275862069,145
494,Executive Decision,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.2631578947368425,19
497,Much Ado About Nothing,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.3,30
500,Mrs. Doubtfire,1993.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.30188679245283,53
508,Philadelphia,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.303030303030303,33
509,"Piano, The",1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.339285714285714,28
515,"Remains of the Day, The",1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.285714285714286,14
520,Robin Hood: Men in Tights,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.270833333333333,24
524,Rudy,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.5,12
527,Schindler's List,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1990.0,4.628571428571429,175
529,Searching for Bobby Fischer,1993.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.346153846153846,26
539,Sleepless in Seattle,1993.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.229166666666667,48
541,Blade Runner,1982.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1980.0,4.590909090909091,88
543,So I Married an Axe Murderer,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,4.366666666666666,15
551,"Nightmare Before Christmas, The",1993.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1990.0,4.293478260869565,46
552,"Three Musketeers, The",1993.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.2894736842105265,19
553,Tombstone,1993.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1990.0,4.416666666666667,42
555,True Romance,1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.486111111111111,36
562,Welcome to the Dollhouse,1995.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.291666666666667,12
586,Home Alone,1990.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.267857142857143,28
587,Ghost,1990.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1990.0,4.369565217391305,46
588,Aladdin,1992.0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990.0,4.3584070796460175,113
589,Terminator 2: Judgment Day,1991.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.49,150
590,Dances with Wolves,1990.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1990.0,4.378640776699029,103
592,Batman,1989.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1980.0,4.313432835820896,67
593,"Silence of the Lambs, The",1991.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1990.0,4.488888888888889,225
594,Snow White and the Seven Dwarfs,1937.0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1930.0,4.297297297297297,37
595,Beauty and the Beast,1991.0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1990.0,4.436708860759493,79
596,Pinocchio,1940.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1940.0,4.339285714285714,28
597,Pretty Woman,1990.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.217741935483871,62
608,Fargo,1996.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.5036496350364965,137
610,Heavy Metal,1981.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1980.0,4.264705882352941,17
616,"Aristocats, The",1970.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.0,4.2105263157894735,19
628,Primal Fear,1996.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1990.0,4.382352941176471,17
637,Sgt. Bilko,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.181818181818182,11
647,Courage Under Fire,1996.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1990.0,4.25,12
648,Mission: Impossible,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990.0,4.292207792207792,77
653,Dragonheart,1996.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.105263157894737,19
661,James and the Giant Peach,1996.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1990.0,4.380952380952381,21
671,Mystery Science Theater 3000: The Movie,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.217391304347826,23
708,"Truth About Cats & Dogs, The",1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.173913043478261,23
720,Wallace & Gromit: The Best of Aardman Animation,1996.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.590909090909091,22
733,"Rock, The",1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.2835820895522385,67
736,Twister,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990.0,4.36,50
741,Ghost in the Shell (Kôkaku kidôtai),1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,4.45,20
745,Wallace & Gromit: A Close Shave,1995.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.470588235294118,34
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960.0,4.589743589743589,78
778,Trainspotting,1996.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.451388888888889,72
780,Independence Day (a.k.a. ID4),1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990.0,4.369047619047619,84
783,"Hunchback of Notre Dame, The",1996.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1990.0,4.142857142857143,21
784,"Cable Guy, The",1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.458333333333333,12
785,Kingpin,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,4.34375,16
786,Eraser,1996.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.238095238095238,21
788,"Nutty Professor, The",1996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1990.0,4.275,20
799,"Frighteners, The",1996.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1990.0,4.076923076923077,13
800,Lone Star,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1990.0,4.566666666666666,15
802,Phenomenon,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.294117647058823,17
805,"Time to Kill, A",1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.2105263157894735,19
832,Ransom,1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990.0,4.346153846153846,13
837,Matilda,1996.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,4.166666666666667,12
838,Emma,1996.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.527777777777778,18
849,Escape from L.A.,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1990.0,4.208333333333333,12
852,Tin Cup,1996.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990.0,4.088235294117647,17
858,"Godfather, The",1972.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1970.0,4.639240506329114,158
866,Bound,1996.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1990.0,4.352941176470588,17
898,"Philadelphia Story, The",1940.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1940.0,4.583333333333333,24
899,Singin' in the Rain,1952.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1950.0,4.486486486486487,37
902,Breakfast at Tiffany's,1961.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1960.0,4.375,24
903,Vertigo,1958.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1950.0,4.4772727272727275,44
904,Rear Window,1954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1950.0,4.583333333333333,66
905,It Happened One Night,1934.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1930.0,4.541666666666667,12
908,North by Northwest,1959.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1950.0,4.511363636363637,44
909,"Apartment, The",1960.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1960.0,4.318181818181818,22
910,Some Like It Hot,1959.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1950.0,4.442857142857143,35
912,Casablanca,1942.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1940.0,4.59375,80
913,"Maltese Falcon, The",1941.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1940.0,4.414285714285715,35
914,My Fair Lady,1964.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1960.0,4.362068965517241,29
915,Sabrina,1954.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1950.0,4.352941176470588,17
